City,Area,PropertyType,Size,Bedrooms,Bathrooms,YearBuilt,Age,AmenitiesCount,Price
Delhi,Lajpat Nagar,Penthouse,1404,2,2,2023,1,0,19992347
Mumbai,Juhu,Apartment,1095,3,2,2020,4,7,42004184
Mumbai,Lower Parel,Penthouse,2372,2,2,2019,5,4,76645000
Bangalore,Electronic City,Independent House,2611,5,5,2012,12,2,21522372
Mumbai,Juhu,Builder Floor,1588,3,3,2012,12,6,58860187
Mumbai,Juhu,Apartment,2090,3,2,2017,7,3,81775712
Pune,Kothrud,Studio,606,1,1,2023,1,7,4858943
Hyderabad,Banjara Hills,Studio,685,1,1,2011,13,1,3801241
Bangalore,Whitefield,Studio,751,1,1,2017,7,0,5214576
Delhi,Rohini,Penthouse,2528,3,2,2018,6,0,24994900
Mumbai,Powai,Villa,4131,1,1,2014,10,3,213781603
Pune,Baner,Villa,2705,5,4,2018,6,3,27063982
Hyderabad,Banjara Hills,Apartment,2380,5,5,2010,14,1,16317932
Delhi,Vasant Kunj,Penthouse,1818,4,3,2020,4,0,19937481
Mumbai,Lower Parel,Penthouse,2161,2,1,2013,11,7,68791575
Mumbai,Goregaon,Independent House,2030,2,2,2011,13,6,68074346
Hyderabad,Kondapur,Villa,3235,4,3,2017,7,5,32128768
Pune,Hinjewadi,Studio,718,1,1,2017,7,4,4931275
Pune,Kothrud,Builder Floor,2230,1,1,2011,13,4,17436174
Chennai,OMR,Villa,3455,3,2,2011,13,8,40422533
Mumbai,Powai,Villa,2413,3,3,2023,1,5,132640573
Pune,Magarpatta,Independent House,1171,3,2,2014,10,4,9988210
Chennai,Porur,Villa,2690,3,2,2023,1,6,35657743
Bangalore,Marathahalli,Builder Floor,2891,1,1,2022,2,2,24894267
Mumbai,Bandra,Studio,420,1,1,2017,7,0,12759800
Delhi,Lajpat Nagar,Penthouse,1983,3,2,2021,3,1,23456658
Delhi,Vasant Kunj,Villa,4234,3,2,2018,6,6,72299675
Mumbai,Lower Parel,Builder Floor,1136,4,4,2019,5,6,36329471
Mumbai,Lower Parel,Builder Floor,1651,2,1,2011,13,5,44296808
Hyderabad,Madhapur,Builder Floor,2465,4,4,2023,1,6,22225171
Hyderabad,Banjara Hills,Penthouse,1589,2,2,2018,6,2,12161624
Bangalore,Electronic City,Studio,552,1,1,2016,8,0,3807152
Mumbai,Bandra,Independent House,1443,2,2,2012,12,6,44459855
Chennai,T. Nagar,Apartment,1831,3,3,2015,9,2,13885116
Hyderabad,Jubilee Hills,Independent House,2533,1,1,2014,10,3,20192762
Delhi,Greater Kailash,Studio,736,1,1,2016,8,6,9100618
Hyderabad,Hitech City,Builder Floor,1115,3,3,2015,9,5,7855666
Bangalore,Electronic City,Independent House,1267,4,4,2021,3,8,10745544
Pune,Hinjewadi,Apartment,2415,2,1,2017,7,5,17568720
Delhi,Dwarka,Builder Floor,2874,2,2,2015,9,4,27679943
Delhi,Dwarka,Builder Floor,2800,5,5,2022,2,4,29540037
Chennai,T. Nagar,Apartment,1269,3,3,2011,13,1,9153900
Mumbai,Goregaon,Villa,2375,3,3,2010,14,4,99630068
Mumbai,Bandra,Independent House,1342,4,4,2019,5,7,43673824
Bangalore,Indiranagar,Studio,728,1,1,2010,14,7,6079475
Delhi,Lajpat Nagar,Independent House,1331,2,1,2010,14,7,14774099
Pune,Kothrud,Villa,3609,1,1,2020,4,3,39107131
Pune,Wakad,Builder Floor,1812,3,2,2012,12,6,13154104
Hyderabad,Kondapur,Builder Floor,2583,2,2,2018,6,2,20636426
Pune,Magarpatta,Builder Floor,2965,1,1,2018,6,0,27674319
Pune,Baner,Apartment,1875,2,1,2010,14,6,14799070
Mumbai,Juhu,Apartment,2473,2,2,2019,5,0,93339852
Chennai,Porur,Penthouse,1263,3,2,2010,14,3,11331570
Hyderabad,Kondapur,Villa,3103,2,2,2011,13,1,30441905
Chennai,OMR,Penthouse,2539,1,1,2020,4,3,23537654
Chennai,Porur,Studio,542,1,1,2014,10,4,5053785
Delhi,Vasant Kunj,Penthouse,2108,4,3,2012,12,4,22313719
Mumbai,Juhu,Studio,637,1,1,2018,6,0,19620901
Bangalore,Yelahanka,Studio,437,1,1,2022,2,6,4577295
Mumbai,Worli,Studio,757,1,1,2017,7,8,22813402
Bangalore,Whitefield,Studio,468,1,1,2015,9,0,3038051
Bangalore,Marathahalli,Independent House,1600,2,1,2022,2,8,15246237
Pune,Wakad,Penthouse,2345,3,2,2020,4,3,16341721
Delhi,Dwarka,Studio,770,1,1,2016,8,2,6884516
Delhi,Rohini,Builder Floor,2535,2,1,2012,12,6,27960407
Pune,Magarpatta,Apartment,1044,3,3,2014,10,7,9301565
Chennai,Anna Nagar,Villa,4179,3,2,2016,8,0,42278897
Hyderabad,Kondapur,Apartment,2238,1,1,2017,7,8,16723649
Delhi,Greater Kailash,Penthouse,2334,2,2,2016,8,4,31785587
Chennai,T. Nagar,Apartment,2271,3,3,2011,13,4,15549458
Bangalore,Electronic City,Independent House,1127,5,4,2021,3,2,9826215
Delhi,Dwarka,Penthouse,1030,2,1,2017,7,3,11518261
Chennai,Medavakkam,Villa,4903,3,3,2019,5,8,58247427
Bangalore,Whitefield,Independent House,2649,3,2,2019,5,4,22967721
Mumbai,Bandra,Independent House,1172,3,2,2017,7,7,40344662
Pune,Kothrud,Builder Floor,2554,1,1,2011,13,5,17445904
Hyderabad,Jubilee Hills,Apartment,2262,4,4,2018,6,7,17734782
Hyderabad,Madhapur,Independent House,1009,3,3,2021,3,3,7967567
Chennai,Anna Nagar,Penthouse,2278,3,3,2012,12,8,15976245
Delhi,Rohini,Studio,735,1,1,2017,7,0,7812262
Hyderabad,Gachibowli,Independent House,2583,3,3,2017,7,6,18128040
Chennai,OMR,Penthouse,1515,3,2,2013,11,7,13397592
Mumbai,Andheri West,Independent House,1088,3,2,2021,3,5,34494483
Hyderabad,Kondapur,Penthouse,1066,3,3,2015,9,4,8675187
Chennai,OMR,Villa,4155,3,3,2015,9,1,50851534
Delhi,Vasant Kunj,Penthouse,1057,3,3,2017,7,0,12688378
Bangalore,Marathahalli,Villa,4225,2,1,2012,12,2,48480634
Chennai,Koyambedu,Independent House,1776,1,1,2019,5,5,15161349
Pune,Hinjewadi,Independent House,1106,3,2,2015,9,3,7292555
Chennai,Porur,Apartment,2121,2,2,2017,7,3,21713325
Mumbai,Goregaon,Apartment,1039,3,3,2010,14,2,31959251
Chennai,Anna Nagar,Penthouse,2605,3,2,2017,7,2,20974661
Delhi,Saket,Studio,516,1,1,2022,2,6,5802270
Chennai,OMR,Studio,711,1,1,2023,1,4,6518796
Mumbai,Andheri West,Independent House,2480,2,2,2017,7,4,85228461
Mumbai,Goregaon,Penthouse,1425,3,2,2023,1,6,56729766
Chennai,T. Nagar,Villa,2148,3,3,2013,11,0,21563003
Bangalore,Marathahalli,Studio,452,1,1,2014,10,3,3280745
Delhi,Rohini,Studio,772,1,1,2012,12,0,7640211
Hyderabad,Gachibowli,Villa,2027,3,3,2010,14,8,17379774
Pune,Wakad,Builder Floor,2065,2,1,2020,4,0,16698818
Chennai,Medavakkam,Builder Floor,2093,3,3,2022,2,3,18912877
Chennai,T. Nagar,Builder Floor,1563,3,2,2011,13,2,11957262
Pune,Wakad,Builder Floor,1206,3,3,2012,12,4,8594535
Chennai,Porur,Villa,3138,3,3,2015,9,2,43499613
Chennai,Velachery,Builder Floor,2037,1,1,2012,12,7,15756915
Mumbai,Andheri West,Apartment,1143,5,4,2015,9,6,33842397
Hyderabad,Kondapur,Builder Floor,2719,2,2,2020,4,6,20379025
Pune,Wakad,Apartment,2427,3,3,2020,4,6,19861277
Bangalore,Electronic City,Studio,465,1,1,2018,6,2,3258922
Chennai,Porur,Builder Floor,2249,4,4,2019,5,7,20827853
Delhi,Rohini,Studio,415,1,1,2022,2,7,4701597
Delhi,Lajpat Nagar,Builder Floor,2512,2,1,2014,10,6,31279753
Hyderabad,Gachibowli,Penthouse,1579,1,1,2015,9,0,9416362
Pune,Kothrud,Villa,2422,4,4,2011,13,6,28166762
Delhi,Lajpat Nagar,Independent House,2105,4,4,2022,2,1,27307930
Delhi,Rohini,Apartment,942,2,2,2010,14,4,9568917
Chennai,Porur,Independent House,2193,4,3,2022,2,6,24679311
Bangalore,Whitefield,Independent House,2733,1,1,2019,5,0,22771501
Delhi,Saket,Independent House,2046,2,2,2017,7,3,22108021
Bangalore,Whitefield,Penthouse,1825,3,3,2019,5,6,13555075
Mumbai,Goregaon,Villa,3832,4,4,2021,3,1,209888741
Bangalore,Electronic City,Independent House,1146,2,1,2012,12,3,9043416
Delhi,Lajpat Nagar,Apartment,2374,3,2,2020,4,3,31852587
Hyderabad,Kondapur,Villa,4079,2,1,2022,2,2,43006797
Pune,Viman Nagar,Villa,4834,3,3,2013,11,3,55101939
Hyderabad,Kondapur,Penthouse,2790,2,2,2022,2,4,20688797
Mumbai,Goregaon,Penthouse,2869,5,4,2011,13,5,87607049
Pune,Hinjewadi,Apartment,1569,3,2,2012,12,8,10343098
Bangalore,Marathahalli,Apartment,950,3,2,2011,13,5,8295396
Chennai,Koyambedu,Independent House,1669,4,4,2018,6,6,13945084
Pune,Hinjewadi,Builder Floor,2517,3,2,2016,8,2,17571197
Hyderabad,Madhapur,Villa,2100,1,1,2016,8,0,25492045
Mumbai,Juhu,Studio,612,1,1,2015,9,4,20539667
Mumbai,Juhu,Villa,4611,3,2,2018,6,0,216431941
Pune,Baner,Apartment,1082,3,3,2011,13,0,7663663
Mumbai,Worli,Apartment,2108,1,1,2010,14,2,69778222
Hyderabad,Hitech City,Builder Floor,1074,3,3,2023,1,3,7510879
Bangalore,HSR Layout,Builder Floor,2580,2,1,2022,2,2,26294688
Delhi,Rohini,Builder Floor,2770,2,2,2012,12,3,26053409
Pune,Hinjewadi,Studio,666,1,1,2023,1,0,4857344
Bangalore,Indiranagar,Builder Floor,1764,3,2,2010,14,1,16504910
Delhi,Dwarka,Penthouse,1709,3,2,2011,13,5,17661376
Pune,Baner,Apartment,2358,1,1,2015,9,2,18800974
Bangalore,Marathahalli,Apartment,1804,2,1,2012,12,3,14891952
Mumbai,Worli,Villa,4537,3,3,2019,5,3,205333427
Pune,Kothrud,Apartment,1052,4,4,2021,3,0,9476552
Hyderabad,Gachibowli,Penthouse,1244,5,5,2012,12,7,7771220
Hyderabad,Banjara Hills,Penthouse,1882,2,1,2013,11,4,14281932
Bangalore,Yelahanka,Penthouse,1491,3,2,2011,13,3,13108321
Hyderabad,Banjara Hills,Apartment,1384,5,4,2016,8,5,9301375
Hyderabad,Madhapur,Builder Floor,2757,2,2,2010,14,6,19844265
Delhi,Greater Kailash,Apartment,1916,2,1,2023,1,3,28752934
Chennai,Koyambedu,Independent House,2284,2,2,2010,14,8,19840693
Delhi,Rohini,Villa,3600,2,2,2021,3,3,59550561
Hyderabad,Madhapur,Studio,712,1,1,2016,8,3,4886721
Mumbai,Worli,Independent House,2667,2,1,2013,11,2,89761589
Pune,Hinjewadi,Penthouse,1737,3,2,2019,5,2,11833720
Chennai,Velachery,Penthouse,2043,4,3,2016,8,8,17324864
Mumbai,Powai,Apartment,2319,1,1,2023,1,6,80804713
Chennai,Velachery,Villa,3067,3,3,2020,4,8,39235273
Hyderabad,Banjara Hills,Builder Floor,1701,3,2,2011,13,5,11251152
Pune,Viman Nagar,Villa,3559,4,4,2014,10,4,38923537
Delhi,Greater Kailash,Villa,2989,3,2,2017,7,7,55996359
Bangalore,Indiranagar,Studio,590,1,1,2013,11,1,4792862
Mumbai,Powai,Studio,692,1,1,2012,12,0,18715904
Pune,Hinjewadi,Builder Floor,1767,3,3,2013,11,8,12250217
Hyderabad,Madhapur,Villa,4513,3,3,2015,9,0,48793744
Bangalore,HSR Layout,Villa,3958,3,3,2013,11,4,45825658
Hyderabad,Gachibowli,Independent House,1665,5,5,2023,1,2,11674897
Chennai,Medavakkam,Independent House,1605,3,3,2014,10,7,15210007
Mumbai,Goregaon,Studio,481,1,1,2017,7,8,16775847
Hyderabad,Banjara Hills,Apartment,2388,3,2,2016,8,5,16171262
Mumbai,Worli,Builder Floor,1792,3,3,2019,5,5,61668654
Bangalore,HSR Layout,Independent House,2093,3,2,2020,4,7,18961400
Hyderabad,Jubilee Hills,Apartment,2401,3,3,2018,6,3,18300056
Hyderabad,Banjara Hills,Independent House,2620,2,2,2011,13,8,17743081
Delhi,Dwarka,Penthouse,1966,3,2,2022,2,2,20230087
Chennai,T. Nagar,Apartment,2433,3,3,2022,2,5,22141194
Bangalore,Indiranagar,Villa,2666,3,3,2014,10,4,35619458
Hyderabad,Madhapur,Independent House,1643,3,2,2017,7,3,13268164
Bangalore,Marathahalli,Penthouse,1764,2,1,2014,10,6,16087959
Mumbai,Andheri West,Villa,2188,2,2,2012,12,1,86845806
Bangalore,Whitefield,Villa,2990,3,2,2023,1,8,34192454
Delhi,Saket,Villa,4102,4,4,2023,1,8,65701476
Pune,Kothrud,Independent House,2671,2,2,2012,12,1,19502459
Hyderabad,Madhapur,Villa,4028,3,2,2021,3,7,44549672
Delhi,Greater Kailash,Apartment,2100,2,2,2011,13,3,26690125
Delhi,Vasant Kunj,Villa,3874,3,2,2014,10,4,59351644
Pune,Viman Nagar,Apartment,2125,1,1,2010,14,3,18233179
Mumbai,Juhu,Villa,2772,4,4,2023,1,3,151715196
Mumbai,Bandra,Villa,3963,4,3,2012,12,3,167101571
Hyderabad,Hitech City,Apartment,1229,2,1,2011,13,2,8201823
Pune,Magarpatta,Apartment,959,4,3,2023,1,0,9483346
Mumbai,Worli,Builder Floor,2742,4,3,2016,8,0,87471947
Delhi,Greater Kailash,Builder Floor,2748,3,3,2017,7,4,38210884
Delhi,Lajpat Nagar,Studio,719,1,1,2014,10,8,8167258
Bangalore,Indiranagar,Builder Floor,1503,4,4,2010,14,5,14208329
Pune,Hinjewadi,Penthouse,1099,3,3,2017,7,6,8013257
Mumbai,Juhu,Apartment,2194,3,2,2022,2,0,84700538
Pune,Hinjewadi,Apartment,2027,3,2,2019,5,0,13034969
Chennai,Adyar,Builder Floor,1838,3,3,2018,6,3,14693295
Bangalore,Yelahanka,Builder Floor,2647,3,3,2022,2,6,27450163
Pune,Magarpatta,Builder Floor,2030,3,3,2023,1,0,17725206
Delhi,Greater Kailash,Villa,2621,3,2,2014,10,7,44894247
Hyderabad,Banjara Hills,Penthouse,1989,3,3,2017,7,0,14797700
Mumbai,Andheri West,Independent House,1757,2,1,2015,9,8,52998532
Bangalore,Indiranagar,Builder Floor,1561,3,3,2018,6,8,15257791
Delhi,Dwarka,Penthouse,1864,4,3,2013,11,4,17088327
Chennai,Medavakkam,Villa,3755,2,1,2011,13,1,44788907
Mumbai,Bandra,Independent House,1844,2,2,2021,3,2,69173295
Chennai,Velachery,Apartment,2054,2,2,2011,13,3,16007343
Bangalore,Indiranagar,Apartment,2228,3,3,2010,14,4,19052356
Pune,Wakad,Independent House,1695,3,3,2022,2,3,12611204
Pune,Magarpatta,Independent House,2249,3,3,2012,12,1,17231191
Pune,Kothrud,Builder Floor,2229,2,2,2023,1,8,18853992
Chennai,Medavakkam,Builder Floor,2323,4,4,2018,6,4,21171686
Pune,Hinjewadi,Penthouse,2143,4,3,2022,2,7,16436746
Delhi,Lajpat Nagar,Villa,4921,3,2,2020,4,2,87995834
Hyderabad,Madhapur,Studio,630,1,1,2022,2,5,5018223
Hyderabad,Jubilee Hills,Villa,3304,3,2,2020,4,8,38959271
Mumbai,Worli,Studio,586,1,1,2011,13,2,18078533
Pune,Hinjewadi,Apartment,1752,4,4,2011,13,3,12025728
Pune,Kothrud,Penthouse,2627,2,2,2010,14,0,19464907
Pune,Kothrud,Villa,3917,3,3,2021,3,3,46776968
Chennai,Porur,Studio,437,1,1,2018,6,3,3857635
Mumbai,Goregaon,Villa,4637,2,1,2016,8,8,248235429
Mumbai,Bandra,Studio,426,1,1,2011,13,7,11057266
Hyderabad,Hitech City,Villa,3853,5,4,2010,14,8,32130660
Bangalore,Indiranagar,Apartment,1425,3,2,2011,13,8,12606506
Pune,Kothrud,Villa,4156,2,1,2023,1,1,49484033
Mumbai,Andheri West,Apartment,1952,3,2,2015,9,5,65636847
Delhi,Rohini,Villa,3351,3,3,2017,7,8,46772845
Chennai,Koyambedu,Builder Floor,1006,3,3,2017,7,7,8487843
Chennai,T. Nagar,Independent House,1165,3,2,2023,1,6,11152464
Bangalore,Indiranagar,Builder Floor,1470,3,2,2018,6,1,13399112
Chennai,Porur,Apartment,1138,2,2,2022,2,5,11613131
Delhi,Lajpat Nagar,Villa,2498,3,2,2016,8,4,40874870
Mumbai,Powai,Builder Floor,1246,3,3,2022,2,4,45899569
Chennai,T. Nagar,Studio,539,1,1,2019,5,2,4018018
Mumbai,Bandra,Penthouse,1374,2,2,2011,13,6,46410842
Hyderabad,Hitech City,Studio,411,1,1,2015,9,2,2741751
Pune,Baner,Studio,490,1,1,2018,6,1,3535453
Hyderabad,Banjara Hills,Penthouse,1950,2,1,2016,8,8,14288724
Delhi,Dwarka,Builder Floor,1884,2,2,2020,4,4,18177114
Bangalore,HSR Layout,Studio,697,1,1,2017,7,4,5770032
Bangalore,Koramangala,Villa,3382,3,3,2022,2,6,45143671
Mumbai,Goregaon,Studio,752,1,1,2022,2,8,25427849
Pune,Hinjewadi,Independent House,1986,4,4,2010,14,5,11939921
Bangalore,Yelahanka,Studio,568,1,1,2015,9,5,5203640
Delhi,Lajpat Nagar,Apartment,1863,2,2,2012,12,5,21749433
Chennai,OMR,Penthouse,2801,2,2,2012,12,3,24952704
Pune,Wakad,Villa,2002,4,4,2017,7,6,19291150
Chennai,Porur,Builder Floor,1715,2,1,2016,8,2,16349576
Chennai,Koyambedu,Independent House,2938,3,2,2015,9,2,22981806
Bangalore,Indiranagar,Builder Floor,2506,3,2,2010,14,6,25345191
Hyderabad,Banjara Hills,Studio,798,1,1,2011,13,8,5396210
Bangalore,Electronic City,Studio,758,1,1,2018,6,3,5895734
Chennai,Medavakkam,Independent House,2053,1,1,2023,1,8,20940639
Pune,Hinjewadi,Studio,671,1,1,2011,13,7,4399804
Delhi,Lajpat Nagar,Studio,620,1,1,2019,5,0,7015158
Delhi,Greater Kailash,Independent House,2691,3,3,2016,8,5,35644645
Delhi,Rohini,Independent House,1590,2,1,2013,11,1,15739790
Pune,Wakad,Villa,2644,3,2,2012,12,6,24093254
Bangalore,Marathahalli,Penthouse,1887,2,1,2011,13,6,14990115
Pune,Baner,Independent House,2245,3,2,2012,12,0,16333053
Chennai,Adyar,Apartment,1476,5,4,2013,11,8,11217440
Chennai,Medavakkam,Independent House,1541,1,1,2014,10,1,12683380
Chennai,Medavakkam,Independent House,1255,2,1,2017,7,6,10988132
Mumbai,Andheri West,Penthouse,1285,3,3,2013,11,6,35388939
Mumbai,Goregaon,Apartment,1208,2,1,2014,10,2,41394703
Mumbai,Worli,Independent House,2388,4,4,2010,14,0,80467509
Hyderabad,Jubilee Hills,Apartment,1905,2,1,2015,9,2,13828058
Mumbai,Goregaon,Penthouse,1298,2,2,2018,6,6,43481933
Mumbai,Juhu,Studio,432,1,1,2021,3,6,16345420
Chennai,Medavakkam,Penthouse,2521,1,1,2022,2,5,26287895
Bangalore,Indiranagar,Penthouse,1218,3,3,2018,6,1,13133324
Pune,Magarpatta,Builder Floor,1076,1,1,2011,13,5,9816634
Bangalore,HSR Layout,Apartment,2373,1,1,2010,14,8,18522127
Chennai,Adyar,Villa,2686,2,1,2016,8,3,28702573
Mumbai,Lower Parel,Builder Floor,1124,2,1,2021,3,3,38779296
Hyderabad,Gachibowli,Apartment,1724,3,3,2020,4,6,12601193
Chennai,Velachery,Builder Floor,2867,3,3,2019,5,3,23289346
Delhi,Saket,Studio,717,1,1,2010,14,0,6965111
Bangalore,Koramangala,Penthouse,1739,2,1,2016,8,4,17694168
Chennai,T. Nagar,Studio,495,1,1,2022,2,4,3751400
Delhi,Lajpat Nagar,Studio,797,1,1,2015,9,5,8741021
Pune,Baner,Builder Floor,1987,3,3,2011,13,8,15515107
Bangalore,Electronic City,Independent House,2891,2,1,2012,12,2,24274710
Chennai,Medavakkam,Independent House,2522,2,1,2010,14,7,21310318
Pune,Hinjewadi,Builder Floor,1389,3,3,2015,9,0,9562082
Pune,Viman Nagar,Studio,408,1,1,2019,5,3,3325510
Bangalore,HSR Layout,Builder Floor,2376,3,2,2012,12,1,21493956
Hyderabad,Hitech City,Villa,3774,1,1,2011,13,4,37330185
Delhi,Dwarka,Apartment,1360,1,1,2012,12,2,14375412
Delhi,Lajpat Nagar,Builder Floor,1240,3,3,2018,6,7,15700550
Bangalore,Whitefield,Independent House,1943,3,2,2020,4,8,17556174
Mumbai,Lower Parel,Penthouse,2417,2,1,2013,11,7,74994426
Pune,Viman Nagar,Builder Floor,1064,1,1,2015,9,4,8035109
Hyderabad,Kondapur,Apartment,1064,3,3,2018,6,8,8612534
Mumbai,Goregaon,Apartment,2402,2,2,2023,1,6,90566154
Pune,Wakad,Studio,586,1,1,2014,10,7,4279993
Mumbai,Lower Parel,Villa,2153,3,3,2022,2,3,105582921
Pune,Magarpatta,Apartment,1805,1,1,2017,7,5,15345398
Pune,Kothrud,Villa,2155,4,4,2022,2,0,27085518
Delhi,Saket,Villa,2789,1,1,2019,5,1,42545569
Bangalore,Indiranagar,Penthouse,1960,4,3,2014,10,2,17330434
Bangalore,Marathahalli,Penthouse,2263,2,2,2016,8,1,20793684
Chennai,Medavakkam,Independent House,1531,3,2,2010,14,8,14424046
Pune,Viman Nagar,Apartment,1477,3,2,2013,11,4,12024496
Mumbai,Goregaon,Apartment,2328,2,1,2019,5,5,81096269
Hyderabad,Madhapur,Villa,4632,3,3,2014,10,6,53414010
Pune,Hinjewadi,Penthouse,1194,2,2,2020,4,1,8965511
Chennai,T. Nagar,Villa,4352,1,1,2012,12,7,43159420
Delhi,Rohini,Villa,3528,3,3,2016,8,7,55665851
Mumbai,Powai,Independent House,2993,2,1,2014,10,5,109043242
Delhi,Vasant Kunj,Villa,2036,2,2,2017,7,8,34985453
Pune,Kothrud,Apartment,1286,5,5,2011,13,6,9393453
Pune,Viman Nagar,Studio,625,1,1,2010,14,4,4949705
Pune,Viman Nagar,Studio,719,1,1,2020,4,2,5388475
Pune,Baner,Independent House,2457,3,3,2015,9,5,19299650
Delhi,Greater Kailash,Independent House,1043,2,1,2019,5,7,13718599
Pune,Kothrud,Builder Floor,1096,1,1,2019,5,7,9192504
Mumbai,Goregaon,Independent House,1955,2,2,2017,7,0,75738867
Mumbai,Lower Parel,Penthouse,1330,2,2,2016,8,8,36902497
Mumbai,Worli,Penthouse,1016,1,1,2016,8,1,32396243
Mumbai,Bandra,Villa,2414,3,3,2018,6,8,102350364
Mumbai,Goregaon,Builder Floor,2481,3,2,2014,10,2,83547638
Pune,Viman Nagar,Apartment,2424,3,3,2015,9,1,21156367
Pune,Kothrud,Builder Floor,2787,3,3,2012,12,2,20131492
Delhi,Saket,Apartment,2385,3,2,2021,3,5,27099000
Mumbai,Bandra,Studio,689,1,1,2017,7,1,21788918
Delhi,Rohini,Villa,2520,3,2,2015,9,1,39422297
Mumbai,Lower Parel,Apartment,1371,2,1,2022,2,5,41486842
Bangalore,Indiranagar,Builder Floor,2295,3,2,2014,10,3,23973182
Hyderabad,Hitech City,Apartment,2121,4,4,2017,7,4,13405249
Bangalore,Indiranagar,Builder Floor,1638,3,2,2011,13,2,14367776
Delhi,Greater Kailash,Builder Floor,1010,1,1,2016,8,1,11651767
Bangalore,Yelahanka,Independent House,1866,3,2,2021,3,5,18319870
Pune,Wakad,Builder Floor,2400,5,4,2018,6,3,18224589
Pune,Kothrud,Builder Floor,2691,3,3,2012,12,8,20823777
Hyderabad,Madhapur,Independent House,2150,3,3,2018,6,2,18092812
Delhi,Greater Kailash,Penthouse,2679,3,3,2014,10,5,36488071
Pune,Baner,Studio,743,1,1,2018,6,3,5344448
Bangalore,Electronic City,Apartment,1927,3,3,2019,5,7,16701977
Chennai,Anna Nagar,Studio,516,1,1,2021,3,3,4196969
Pune,Viman Nagar,Independent House,2177,2,1,2020,4,3,19352529
Mumbai,Goregaon,Penthouse,1910,4,4,2015,9,2,72561782
Pune,Wakad,Studio,723,1,1,2019,5,3,4860855
Hyderabad,Madhapur,Villa,4580,4,3,2022,2,6,55709276
Pune,Viman Nagar,Builder Floor,1060,2,2,2023,1,8,10683650
Hyderabad,Banjara Hills,Builder Floor,1730,3,3,2022,2,1,13247611
Hyderabad,Kondapur,Independent House,1010,3,3,2017,7,3,8312006
Hyderabad,Banjara Hills,Penthouse,2859,2,2,2018,6,3,18977721
Bangalore,Yelahanka,Penthouse,1791,4,3,2022,2,5,20143177
Delhi,Vasant Kunj,Villa,2468,3,2,2011,13,5,40438476
Mumbai,Andheri West,Studio,795,1,1,2012,12,8,21522356
Pune,Magarpatta,Villa,2533,1,1,2018,6,8,30504533
Pune,Hinjewadi,Builder Floor,1399,1,1,2016,8,5,9799180
Mumbai,Goregaon,Villa,4576,3,2,2017,7,5,236046325
Chennai,OMR,Apartment,2341,3,2,2015,9,5,20399299
Mumbai,Powai,Apartment,2395,1,1,2010,14,6,76648816
Bangalore,Indiranagar,Penthouse,1418,1,1,2020,4,0,15175431
Mumbai,Andheri West,Apartment,1371,3,2,2013,11,5,42820503
Mumbai,Powai,Penthouse,2694,3,2,2016,8,4,97535490
Bangalore,Whitefield,Apartment,1123,3,3,2023,1,0,8590466
Bangalore,Electronic City,Builder Floor,1970,2,1,2011,13,6,17036957
Delhi,Lajpat Nagar,Apartment,1113,2,1,2013,11,5,13471602
Delhi,Vasant Kunj,Studio,424,1,1,2019,5,1,4198887
Mumbai,Juhu,Independent House,1078,2,1,2011,13,3,38243444
Chennai,Koyambedu,Builder Floor,1194,2,1,2020,4,1,11152877
Hyderabad,Madhapur,Builder Floor,2061,3,3,2022,2,6,16935767
Hyderabad,Jubilee Hills,Independent House,1731,3,2,2014,10,8,13393556
Bangalore,Koramangala,Penthouse,1417,3,3,2018,6,8,14503086
Hyderabad,Madhapur,Independent House,1392,4,4,2021,3,7,11296710
Chennai,Porur,Apartment,2077,4,3,2022,2,0,21124983
Chennai,Koyambedu,Villa,2883,3,2,2013,11,2,35759763
Delhi,Dwarka,Villa,2466,3,3,2021,3,4,39891351
Chennai,T. Nagar,Studio,605,1,1,2023,1,5,4507535
Delhi,Dwarka,Penthouse,2041,5,5,2020,4,2,21903489
Bangalore,Koramangala,Apartment,1984,3,2,2021,3,0,17702474
Chennai,Medavakkam,Villa,3328,3,3,2010,14,6,39330940
Chennai,Anna Nagar,Builder Floor,1023,3,3,2014,10,5,7696798
Chennai,Porur,Villa,4685,1,1,2011,13,8,63578714
Bangalore,HSR Layout,Penthouse,2874,3,3,2017,7,7,26836161
Chennai,Adyar,Independent House,1045,3,2,2016,8,2,8262283
Delhi,Saket,Independent House,2575,2,2,2023,1,8,31697322
Hyderabad,Madhapur,Builder Floor,2383,4,4,2023,1,0,19063101
Mumbai,Lower Parel,Villa,4311,3,2,2022,2,5,189183116
Pune,Wakad,Penthouse,2631,3,2,2015,9,6,20813980
Delhi,Rohini,Apartment,1639,3,3,2017,7,8,17938753
Pune,Viman Nagar,Villa,2036,3,2,2015,9,0,23794821
Mumbai,Powai,Builder Floor,2657,2,2,2014,10,0,91796214
Delhi,Vasant Kunj,Studio,526,1,1,2020,4,7,5955110
Pune,Baner,Penthouse,1748,2,1,2016,8,4,13882267
Pune,Baner,Builder Floor,1915,4,4,2017,7,6,14047873
Delhi,Lajpat Nagar,Independent House,1127,1,1,2022,2,2,15515621
Bangalore,Indiranagar,Villa,4749,3,3,2015,9,0,70527707
Pune,Baner,Penthouse,2576,3,3,2019,5,8,20436442
Chennai,Adyar,Independent House,2650,3,2,2022,2,1,19807343
